Contas a Pagar;;;;;;;;;
01.15-Mercado;CLUB DO CHOCOLATE;13/06/2022;16/06/2022;R$ 121,20;R$ 121,20;Pago;1/1;01.15.01-Clube do chocolate;Inverno D´Italia Bragança Paulista
01.00-Aluguel;ALUGUEL PREDIO;13/06/2022;16/06/2022;R$ 6.885,00;R$ 6.885,00;Pago;1/1;01.00.01-ALUGUEL - IMOBILIARIA NASCEL;Inverno D´Italia Bragança Paulista
01.13-Embalagens;Saída do caixa 1797. ponto certo;13/05/2022;13/05/2022;R$ 108,00;R$ 108,00;Pago;1/1;01.13.01-Ponto certo;Inverno D´Italia Bragança Paulista
01.11-Delivery;Saída do caixa 1797. antonio referente ao dia 12/05;13/05/2022;13/05/2022;R$ 167,00;R$ 167,00;Pago;1/1;01.11.01-MOTOBOY INTERNO;Inverno D´Italia Bragança Paulista
01.11-Delivery;Saída do caixa 1797. rodrigo;13/05/2022;13/05/2022;R$ 20,00;R$ 20,00;Pago;1/1;01.11.02-MOTOBOY EXTERNO;Inverno D´Italia Bragança Paulista
02.14-FreeLance;Saída do caixa 1797. free;13/05/2022;13/05/2022;R$ 96,00;R$ 96,00;Pago;1/1;02.14.01-Freelance Balconista;Inverno D´Italia Bragança Paulista
02.08-Vale Transporte;Saída do caixa 1797. v.t;13/05/2022;13/05/2022;R$ 40,00;R$ 40,00;Pago;1/1;02.08.01-TRANSPORTE;Inverno D´Italia Bragança Paulista
01.20-Salgados;ALTEROSA;13/05/2022;13/05/2022;R$ 82,90;R$ 82,90;Pago;1/1;01.20.01-Alterosa;Inverno D´Italia Bragança Paulista
01.17-Hortifruti;VAREJAO;13/05/2022;13/05/2022;R$ 69,00;R$ 69,00;Pago;1/1;01.17.01-Varejão;Inverno D´Italia Bragança Paulista
01.16-Doces;REAL BOLOS;13/05/2022;13/05/2022;R$ 123,00;R$ 123,00;Pago;1/1;01.16.07-Real Bolos;Inverno D´Italia Bragança Paulista
02.05-Horas Extras;Saída do caixa 1797. HORA EXTRA;13/05/2022;13/05/2022;R$ 7,00;R$ 7,00;Pago;1/1;02.05.01 - Hora Extra colaboradores;Inverno D´Italia Bragança Paulista
02.08-Vale Transporte;Saída do caixa 1827. FERNANDA- AMANDA;12/06/2022;12/06/2022;R$ 20,00;R$ 20,00;Pago;1/1;02.08.01-TRANSPORTE;Inverno D´Italia Bragança Paulista
01.11-Delivery;Saída do caixa 1827. ANTONIO;12/06/2022;12/06/2022;R$ 163,00;R$ 163,00;Pago;1/1;01.11.01-MOTOBOY INTERNO;Inverno D´Italia Bragança Paulista
06.06-Estorno Cliente;Saída do caixa 1827. ESTORNO;12/06/2022;12/06/2022;R$ 7,00;R$ 7,00;Pago;1/1;06.06.01 - Estorno Cliente;Inverno D´Italia Bragança Paulista
01.11-Delivery;Saída do caixa 1796. ANTONIO 15;12/05/2022;12/05/2022;R$ 167,00;R$ 167,00;Pago;1/1;01.11.01-MOTOBOY INTERNO;Inverno D´Italia Bragança Paulista
01.11-Delivery;Saída do caixa 1796. LUCAS;12/05/2022;12/05/2022;R$ 7,00;R$ 7,00;Pago;1/1;01.11.02-MOTOBOY EXTERNO;Inverno D´Italia Bragança Paulista
01.11-Delivery;Saída do caixa 1796. MANOEL;12/05/2022;12/05/2022;R$ 14,00;R$ 14,00;Pago;1/1;01.11.02-MOTOBOY EXTERNO;Inverno D´Italia Bragança Paulista
01.16-Doces;Saída do caixa 1796. REAL BOLOS;12/05/2022;12/05/2022;R$ 76,00;R$ 76,00;Pago;1/1;01.16.07-Real Bolos;Inverno D´Italia Bragança Paulista
02.14-FreeLance;Saída do caixa 1796. FREE;12/05/2022;12/05/2022;R$ 144,00;R$ 144,00;Pago;1/1;02.14.01-Freelance Balconista;Inverno D´Italia Bragança Paulista
02.08-Vale Transporte;Saída do caixa 1796. V.T;12/05/2022;12/05/2022;R$ 50,00;R$ 50,00;Pago;1/1;02.08.01-TRANSPORTE;Inverno D´Italia Bragança Paulista
02.14-FreeLance;Saída do caixa 1796. FREE REFERENTE AO DIA 11/05 JU E EMILI;12/05/2022;12/05/2022;R$ 96,00;R$ 96,00;Pago;1/1;02.14.01-Freelance Balconista;Inverno D´Italia Bragança Paulista
01.17-Hortifruti;Saída do caixa 1796. VAREJAO;12/05/2022;12/05/2022;R$ 134,00;R$ 134,00;Pago;1/1;01.17.01-Varejão;Inverno D´Italia Bragança Paulista
01.20-Salgados;ALTEROSA;12/05/2022;12/05/2022;R$ 58,20;R$ 58,20;Pago;1/1;01.20.01-Alterosa;Inverno D´Italia Bragança Paulista
01.13-Embalagens;PONTO CERTO;12/05/2022;12/05/2022;R$ 38,88;R$ 38,88;Pago;1/1;01.13.01-Ponto certo;Inverno D´Italia Bragança Paulista
01.21-FRANQUIA-Pedido semanal;FRANQUIA;12/05/2022;12/05/2022;R$ 5.790,27;R$ 5.790,27;Pago;1/1;01.21.01 -Franquia Inverno Ditalia;Inverno D´Italia Bragança Paulista
01.00-Aluguel;ALUGUEL;12/05/2022;12/05/2022;R$ 6.385,00;R$ 6.385,00;Pago;1/1;01.00.01-ALUGUEL - IMOBILIARIA NASCEL;Inverno D´Italia Bragança Paulista
01.15-Mercado;COMERCIAL ESPERANCA;12/05/2022;12/05/2022;R$ 383,05;R$ 383,05;Pago;1/1;01.15.09-Comercial Esperança;Inverno D´Italia Bragança Paulista
02.08-Vale Transporte;Saída do caixa 1796. V.T;12/05/2022;12/05/2022;R$ 30,00;R$ 30,00;Pago;1/1;02.08.01-TRANSPORTE;Inverno D´Italia Bragança Paulista
01.16-Doces;REAL BOLOS;11/06/2022;11/06/2022;R$ 137,00;R$ 137,00;Pago;1/1;01.16.07-Real Bolos;Inverno D´Italia Bragança Paulista
01.15-Mercado;COMERCIAL ESPERANÇA;11/06/2022;11/06/2022;R$ 293,76;R$ 293,76;Pago;1/1;01.15.09-Comercial Esperança;Inverno D´Italia Bragança Paulista
01.17-Hortifruti;varejao;11/06/2022;11/06/2022;R$ 45,00;R$ 45,00;Pago;1/1;01.17.01-Varejão;Inverno D´Italia Bragança Paulista
01.20-Salgados;alterosa;11/06/2022;11/06/2022;R$ 82,90;R$ 82,90;Pago;1/1;01.20.01-Alterosa;Inverno D´Italia Bragança Paulista
01.20-Salgados;alterosa;11/06/2022;11/06/2022;R$ 47,60;R$ 47,60;Pago;1/1;01.20.01-Alterosa;Inverno D´Italia Bragança Paulista
01.11-Delivery;Saída do caixa 1826. ANTONIO;11/06/2022;11/06/2022;R$ 158,00;R$ 158,00;Pago;1/1;01.11.01-MOTOBOY INTERNO;Inverno D´Italia Bragança Paulista
02.14-FreeLance;Saída do caixa 1826. FREE;11/06/2022;11/06/2022;R$ 100,00;R$ 100,00;Pago;1/1;02.14.01-Freelance Balconista;Inverno D´Italia Bragança Paulista
02.08-Vale Transporte;Saída do caixa 1826. V.T;11/06/2022;11/06/2022;R$ 60,00;R$ 60,00;Pago;1/1;02.08.01-TRANSPORTE;Inverno D´Italia Bragança Paulista
06.06-Estorno Cliente;Saída do caixa 1826. ESTORNO;11/06/2022;11/06/2022;R$ 6,00;R$ 6,00;Pago;1/1;06.06.01 - Estorno Cliente;Inverno D´Italia Bragança Paulista
01.20-Salgados;Saída do caixa 1795. EDU EMPADAS;11/05/2022;11/05/2022;R$ 68,00;R$ 68,00;Pago;1/1;01.20.02-Edu empada;Inverno D´Italia Bragança Paulista
01.11-Delivery;Saída do caixa 1795. CORRIDAS LUCAS 7;11/05/2022;11/05/2022;R$ 45,00;R$ 45,00;Pago;1/1;01.11.02-MOTOBOY EXTERNO;Inverno D´Italia Bragança Paulista
01.16-Doces;Saída do caixa 1795. COXINHA DE BRIGADEIRO;11/05/2022;11/05/2022;R$ 75,00;R$ 75,00;Pago;1/1;;Inverno D´Italia Bragança Paulista
01.11-Delivery;Saída do caixa 1795. RODRIGO 1;11/05/2022;11/05/2022;R$ 8,00;R$ 8,00;Pago;1/1;01.11.02-MOTOBOY EXTERNO;Inverno D´Italia Bragança Paulista
06.06-Estorno Cliente;Saída do caixa 1795. ESTORNO;11/05/2022;11/05/2022;R$ 4,00;R$ 4,00;Pago;1/1;06.06.01 - Estorno Cliente;Inverno D´Italia Bragança Paulista
01.16-Doces;Saída do caixa 1795. CONES;11/05/2022;11/05/2022;R$ 44,00;R$ 44,00;Pago;1/1;;Inverno D´Italia Bragança Paulista
01.11-Delivery;Saída do caixa 1795. ANTONIO 18 REFERENTE 10/05;11/05/2022;11/05/2022;R$ 124,00;R$ 124,00;Pago;1/1;01.11.01-MOTOBOY INTERNO;Inverno D´Italia Bragança Paulista
01.11-Delivery;Saída do caixa 1795. CORRIDAS ANTONIO 22 HJ;11/05/2022;11/05/2022;R$ 141,00;R$ 141,00;Pago;1/1;01.11.01-MOTOBOY INTERNO;Inverno D´Italia Bragança Paulista
02.08-Vale Transporte;Saída do caixa 1795. V.T;11/05/2022;11/05/2022;R$ 80,00;R$ 80,00;Pago;1/1;02.08.01-TRANSPORTE;Inverno D´Italia Bragança Paulista
01.16-Doces;REAL BOLOS;11/05/2022;11/05/2022;R$ 74,00;R$ 74,00;Pago;1/1;01.16.07-Real Bolos;Inverno D´Italia Bragança Paulista
01.13-Embalagens;PONTO CERTO;11/05/2022;11/05/2022;R$ 51,00;R$ 51,00;Pago;1/1;01.13.01-Ponto certo;Inverno D´Italia Bragança Paulista
01.13-Embalagens;PONTO CERTO;11/05/2022;11/05/2022;R$ 77,72;R$ 77,72;Pago;1/1;01.13.01-Ponto certo;Inverno D´Italia Bragança Paulista
01.15-Mercado;COMERCIAL ESPERANÇA;11/05/2022;11/05/2022;R$ 125,74;R$ 125,74;Pago;1/1;01.15.09-Comercial Esperança;Inverno D´Italia Bragança Paulista
01.11-Delivery;Saída do caixa 1825. antonio 28;10/06/2022;10/06/2022;R$ 187,00;R$ 187,00;Pago;1/1;01.11.01-MOTOBOY INTERNO;Inverno D´Italia Bragança Paulista
02.08-Vale Transporte;Saída do caixa 1825. v.t;10/06/2022;10/06/2022;R$ 60,00;R$ 60,00;Pago;1/1;02.08.01-TRANSPORTE;Inverno D´Italia Bragança Paulista
02.14-FreeLance;Saída do caixa 1825. free;10/06/2022;10/06/2022;R$ 100,00;R$ 100,00;Pago;1/1;02.14.01-Freelance Balconista;Inverno D´Italia Bragança Paulista
01.11-Delivery;Saída do caixa 1825. RODRIGO;10/06/2022;10/06/2022;R$ 7,00;R$ 7,00;Pago;1/1;01.11.02-MOTOBOY EXTERNO;Inverno D´Italia Bragança Paulista
01.16-Doces;Saída do caixa 1825. COXINHA DE BRIGADEIRO;10/06/2022;10/06/2022;R$ 60,00;R$ 60,00;Pago;1/1;;Inverno D´Italia Bragança Paulista
01.16-Doces;Saída do caixa 1825. CONE;10/06/2022;10/06/2022;R$ 60,00;R$ 60,00;Pago;1/1;;Inverno D´Italia Bragança Paulista
01.11-Delivery;Saída do caixa 1825. LUCAS;10/06/2022;10/06/2022;R$ 10,00;R$ 10,00;Pago;1/1;01.11.02-MOTOBOY EXTERNO;Inverno D´Italia Bragança Paulista
01.20-Salgados;alterosa;10/06/2022;11/06/2022;R$ 40,40;R$ 40,40;Pago;1/1;01.20.01-Alterosa;Inverno D´Italia Bragança Paulista
01.20-Salgados;alterosa;10/06/2022;11/06/2022;R$ 82,90;R$ 82,90;Pago;1/1;01.20.01-Alterosa;Inverno D´Italia Bragança Paulista
01.13-Embalagens;ponto certo;10/06/2022;11/06/2022;R$ 42,98;R$ 42,98;Pago;1/1;01.13.01-Ponto certo;Inverno D´Italia Bragança Paulista
01.15-Mercado;COMERCIAL ESPERANCA;10/06/2022;11/06/2022;R$ 488,97;R$ 488,97;Pago;1/1;01.15.09-Comercial Esperança;Inverno D´Italia Bragança Paulista
01.15-Mercado;PÃO DE FORMA;10/06/2022;11/06/2022;R$ 48,00;R$ 48,00;Pago;1/1;;Inverno D´Italia Bragança Paulista
01.21-FRANQUIA-Pedido semanal;FRANQUIA;10/06/2022;11/06/2022;R$ 7.843,18;R$ 7.843,18;Pago;1/1;01.21.01 -Franquia Inverno Ditalia;Inverno D´Italia Bragança Paulista
01.13-Embalagens;pack solucoes em embalagens eireli -sacola kraft;10/06/2022;16/06/2022;R$ 373,52;R$ 373,52;Pago;1/1;;Inverno D´Italia Bragança Paulista
01.13-Embalagens;wbl grafica;10/06/2022;16/06/2022;R$ 196,93;R$ 196,93;Pago;1/1;;Inverno D´Italia Bragança Paulista
01.16-Doces;Saída do caixa 1794. RAFINEE;10/05/2022;10/05/2022;R$ 100,00;R$ 100,00;Pago;1/1;01.16.04-Rafineé;Inverno D´Italia Bragança Paulista
01.07-Manutenção Geral;Saída do caixa 1794. ELETRICA CASTRO;10/05/2022;10/05/2022;R$ 21,60;R$ 21,60;Pago;1/1;01.07-01-MATERIAIS EM GERAL;Inverno D´Italia Bragança Paulista
01.11-Delivery;Saída do caixa 1794. MANOEL 1;10/05/2022;10/05/2022;R$ 6,00;R$ 6,00;Pago;1/1;01.11.02-MOTOBOY EXTERNO;Inverno D´Italia Bragança Paulista
02.14-FreeLance;Saída do caixa 1794. REFERENTE HJ E 11/05;10/05/2022;10/05/2022;R$ 96,00;R$ 96,00;Pago;1/1;02.14.01-Freelance Balconista;Inverno D´Italia Bragança Paulista
02.08-Vale Transporte;Saída do caixa 1794. V.T;10/05/2022;10/05/2022;R$ 40,00;R$ 40,00;Pago;1/1;02.08.01-TRANSPORTE;Inverno D´Italia Bragança Paulista
02.08-Vale Transporte;Saída do caixa 1794. FERNANDA V.T REFERENTE A 3 DIAS ANTERIORES;10/05/2022;10/05/2022;R$ 30,00;R$ 30,00;Pago;1/1;02.08.01-TRANSPORTE;Inverno D´Italia Bragança Paulista
01.11-Delivery;Saída do caixa 1794. LUCAS 3;10/05/2022;10/05/2022;R$ 24,00;R$ 24,00;Pago;1/1;01.11.02-MOTOBOY EXTERNO;Inverno D´Italia Bragança Paulista
01.15-Mercado;Saída do caixa 1794. PACOTE DE CAFE GOURMET;10/05/2022;10/05/2022;R$ 70,00;R$ 70,00;Pago;1/1;01.15.07-SUPERMERCADO VENCEDOR;Inverno D´Italia Bragança Paulista
01.07-Manutenção Geral;Saída do caixa 1794. CASA FRANCO;10/05/2022;10/05/2022;R$ 18,00;R$ 18,00;Pago;1/1;01.07-01-MATERIAIS EM GERAL;Inverno D´Italia Bragança Paulista
01.15-Mercado;Saída do caixa 1794. JOEL AGUA;10/05/2022;10/05/2022;R$ 50,00;R$ 50,00;Pago;1/1;01.15.15-SETE AGUAS;Inverno D´Italia Bragança Paulista
02.14-FreeLance;Saída do caixa 1794. FREE;10/05/2022;10/05/2022;R$ 48,00;R$ 48,00;Pago;1/1;02.14.01-Freelance Balconista;Inverno D´Italia Bragança Paulista
01.17-Hortifruti;Saída do caixa 1794. VAREJAO;10/05/2022;10/05/2022;R$ 52,00;R$ 52,00;Pago;1/1;01.17.01-Varejão;Inverno D´Italia Bragança Paulista
01.16-Doces;REAL BOLOS;10/05/2022;11/05/2022;R$ 279,00;R$ 279,00;Pago;1/1;01.16.07-Real Bolos;Inverno D´Italia Bragança Paulista
02.14-FreeLance;Saída do caixa 1824. FREE;09/06/2022;09/06/2022;R$ 100,00;R$ 100,00;Pago;1/1;02.14.01-Freelance Balconista;Inverno D´Italia Bragança Paulista
02.08-Vale Transporte;Saída do caixa 1824. V.T;09/06/2022;09/06/2022;R$ 40,00;R$ 40,00;Pago;1/1;02.08.01-TRANSPORTE;Inverno D´Italia Bragança Paulista
01.11-Delivery;Saída do caixa 1824. ANTONIO;09/06/2022;09/06/2022;R$ 170,00;R$ 170,00;Pago;1/1;01.11.01-MOTOBOY INTERNO;Inverno D´Italia Bragança Paulista
01.13-Embalagens;PONTO CERTO;09/06/2022;11/06/2022;R$ 144,00;R$ 144,00;Pago;1/1;01.13.01-Ponto certo;Inverno D´Italia Bragança Paulista
01.17-Hortifruti;POLPAS E FRUTAS;09/06/2022;11/06/2022;R$ 211,00;R$ 211,00;Pago;1/1;01.17.02- M&E POUPAS E FRUTAS CONGELADAS;Inverno D´Italia Bragança Paulista
01.20-Salgados;alterosa;09/06/2022;11/06/2022;R$ 43,80;R$ 43,80;Pago;1/1;01.20.01-Alterosa;Inverno D´Italia Bragança Paulista
01.16-Doces;real bolos;09/06/2022;11/06/2022;R$ 95,00;R$ 95,00;Pago;1/1;01.16.07-Real Bolos;Inverno D´Italia Bragança Paulista
01.16-Doces;Saída do caixa 1793. REAL BOLOS;09/05/2022;09/05/2022;R$ 250,00;R$ 250,00;Pago;1/1;01.16.07-Real Bolos;Inverno D´Italia Bragança Paulista
01.13-Embalagens;Saída do caixa 1793. PONTO CERTO;09/05/2022;09/05/2022;R$ 139,80;R$ 139,80;Pago;1/1;01.13.01-Ponto certo;Inverno D´Italia Bragança Paulista
03.01-Itens para Cozinha;Saída do caixa 1793. ESTRELA DO LAR;09/05/2022;09/05/2022;R$ 40,00;R$ 40,00;Pago;1/1;ESTRELA DO LAR;Inverno D´Italia Bragança Paulista
01.11-Delivery;Saída do caixa 1793. ANTONIO 25;09/05/2022;09/05/2022;R$ 157,00;R$ 157,00;Pago;1/1;01.11.01-MOTOBOY INTERNO;Inverno D´Italia Bragança Paulista
02.14-FreeLance;Saída do caixa 1793. FREE;09/05/2022;09/05/2022;R$ 144,00;R$ 144,00;Pago;1/1;02.14.01-Freelance Balconista;Inverno D´Italia Bragança Paulista
02.08-Vale Transporte;Saída do caixa 1793. V.T;09/05/2022;09/05/2022;R$ 80,00;R$ 80,00;Pago;1/1;02.08.01-TRANSPORTE;Inverno D´Italia Bragança Paulista
01.15-Mercado;COMERCIAL ESPERANCA;09/05/2022;10/05/2022;R$ 685,08;R$ 685,08;Pago;1/1;01.15.09-Comercial Esperança;Inverno D´Italia Bragança Paulista
01.15-Mercado;SORVETE;09/05/2022;10/05/2022;R$ 19,00;R$ 19,00;Pago;1/1;;Inverno D´Italia Bragança Paulista
01.15-Mercado;PAO DE FORMA;09/05/2022;10/05/2022;R$ 60,00;R$ 60,00;Pago;1/1;;Inverno D´Italia Bragança Paulista
01.15-Mercado;CLUB DO CHOCOLATE;09/05/2022;10/05/2022;R$ 106,87;R$ 106,87;Pago;1/1;01.15.01-Clube do chocolate;Inverno D´Italia Bragança Paulista
01.11-Delivery;Saída do caixa 1823. ANTONIO;08/06/2022;08/06/2022;R$ 200,00;R$ 200,00;Pago;1/1;01.11.01-MOTOBOY INTERNO;Inverno D´Italia Bragança Paulista
01.11-Delivery;Saída do caixa 1823. MANOEL;08/06/2022;08/06/2022;R$ 7,00;R$ 7,00;Pago;1/1;01.11.01-MOTOBOY INTERNO;Inverno D´Italia Bragança Paulista
02.14-FreeLance;Saída do caixa 1823. FREE;08/06/2022;08/06/2022;R$ 150,00;R$ 150,00;Pago;1/1;02.14.01-Freelance Balconista;Inverno D´Italia Bragança Paulista
02.08-Vale Transporte;Saída do caixa 1823. V.T;08/06/2022;08/06/2022;R$ 70,00;R$ 70,00;Pago;1/1;02.08.01-TRANSPORTE;Inverno D´Italia Bragança Paulista
01.12-Papelaria;Saída do caixa 1823. PAPELARIA;08/06/2022;08/06/2022;R$ 24,00;R$ 24,00;Pago;1/1;01.12.01-Papelaria São Benedito;Inverno D´Italia Bragança Paulista
02.08-Vale Transporte;Saída do caixa 1823. V.T;08/06/2022;08/06/2022;R$ 10,00;R$ 10,00;Pago;1/1;02.08.01-TRANSPORTE;Inverno D´Italia Bragança Paulista
01.17-Hortifruti;VAREJAO;08/06/2022;11/06/2022;R$ 45,00;R$ 45,00;Pago;1/1;01.17.01-Varejão;Inverno D´Italia Bragança Paulista
01.20-Salgados;ALTEROSA;08/06/2022;11/06/2022;R$ 82,90;R$ 82,90;Pago;1/1;01.20.01-Alterosa;Inverno D´Italia Bragança Paulista
01.07-Manutenção Geral;ESTRELA DO LAR;08/06/2022;11/06/2022;R$ 35,95;R$ 35,95;Pago;1/1;;Inverno D´Italia Bragança Paulista
01.17-Hortifruti;VAREJAO;08/06/2022;11/06/2022;R$ 90,00;R$ 90,00;Pago;1/1;01.17.01-Varejão;Inverno D´Italia Bragança Paulista
01.13-Embalagens;PONTO CERTO;08/06/2022;11/06/2022;R$ 218,00;R$ 218,00;Pago;1/1;01.13.01-Ponto certo;Inverno D´Italia Bragança Paulista
01.20-Salgados;ALTEROSA;08/06/2022;11/06/2022;R$ 117,90;R$ 117,90;Pago;1/1;01.20.01-Alterosa;Inverno D´Italia Bragança Paulista
01.16-Doces;REAL BOLOS;08/06/2022;11/06/2022;R$ 100,00;R$ 100,00;Pago;1/1;01.16.07-Real Bolos;Inverno D´Italia Bragança Paulista
01.13-Embalagens;BRAGANÇA EMBALAGENS;08/06/2022;11/06/2022;R$ 24,17;R$ 24,17;Pago;1/1;01.13.02-Bragança Embalagens;Inverno D´Italia Bragança Paulista
01.07-Manutenção Geral;ESTRELA DO LAR;08/06/2022;11/06/2022;R$ 67,93;R$ 67,93;Pago;1/1;;Inverno D´Italia Bragança Paulista
NITROJET;NITROJET;08/06/2022;11/06/2022;R$ 178,00;R$ 178,00;Pago;1/1;;Inverno D´Italia Bragança Paulista
02.14-FreeLance;Saída do caixa 1792. EMILI E JULIA;08/05/2022;08/05/2022;R$ 96,00;R$ 96,00;Pago;1/1;01.06.01-Colaboradora Freelance;Inverno D´Italia Bragança Paulista
02.05-Horas Extras;Saída do caixa 1792. JULIA-EMILY-LETICIA;08/05/2022;08/05/2022;R$ 63,00;R$ 63,00;Pago;1/1;02.05.01 - Hora Extra colaboradores;Inverno D´Italia Bragança Paulista
02.08-Vale Transporte;Saída do caixa 1792. EMILY- LETICIA- JULIA;08/05/2022;08/05/2022;R$ 30,00;R$ 30,00;Pago;1/1;01.06.01-Colaboradora Freelance;Inverno D´Italia Bragança Paulista
01.11-Delivery;Saída do caixa 1792. EDUARDO 13 CORRIDAS;08/05/2022;08/05/2022;R$ 94,00;R$ 94,00;Pago;1/1;01.11.02-MOTOBOY EXTERNO;Inverno D´Italia Bragança Paulista
06.06-Estorno Cliente;Saída do caixa 1792. cliente;08/05/2022;08/05/2022;R$ 31,00;R$ 31,00;Pago;1/1;06.06.01 - Estorno Cliente;Inverno D´Italia Bragança Paulista
01.11-Delivery;Saída do caixa 1822. CORRIDAS ANTONIO;07/06/2022;07/06/2022;R$ 157,00;R$ 157,00;Pago;1/1;01.11.01-MOTOBOY INTERNO;Inverno D´Italia Bragança Paulista
01.11-Delivery;Saída do caixa 1822. MANOEL;07/06/2022;07/06/2022;R$ 14,00;R$ 14,00;Pago;1/1;01.11.02-MOTOBOY EXTERNO;Inverno D´Italia Bragança Paulista
02.14-FreeLance;Saída do caixa 1822. FREE;07/06/2022;07/06/2022;R$ 150,00;R$ 150,00;Pago;1/1;02.14.01-Freelance Balconista;Inverno D´Italia Bragança Paulista
02.08-Vale Transporte;Saída do caixa 1822. V.T;07/06/2022;07/06/2022;R$ 40,00;R$ 40,00;Pago;1/1;02.08.01-TRANSPORTE;Inverno D´Italia Bragança Paulista
01.16-Doces;Saída do caixa 1822. COXINHA DE BRIGADEIRO;07/06/2022;07/06/2022;R$ 60,00;R$ 60,00;Pago;1/1;;Inverno D´Italia Bragança Paulista
01.12-Papelaria;Saída do caixa 1822. PAPELARIA;07/06/2022;07/06/2022;R$ 20,00;R$ 20,00;Pago;1/1;01.12.01-Papelaria São Benedito;Inverno D´Italia Bragança Paulista
01.20-Salgados;ALTEROSA;07/06/2022;07/06/2022;R$ 82,90;R$ 82,90;Pago;1/1;01.20.01-Alterosa;Inverno D´Italia Bragança Paulista
01.17-Hortifruti;POLPAS E FRUTAS;07/06/2022;07/06/2022;R$ 135,00;R$ 135,00;Pago;1/1;01.17.02- M&E POUPAS E FRUTAS CONGELADAS;Inverno D´Italia Bragança Paulista
01.16-Doces;REAL BOLOS;07/06/2022;07/06/2022;R$ 103,00;R$ 103,00;Pago;1/1;01.16.07-Real Bolos;Inverno D´Italia Bragança Paulista
01.13-Embalagens;PONTO CERTO;07/06/2022;07/06/2022;R$ 38,76;R$ 38,76;Pago;1/1;01.13.01-Ponto certo;Inverno D´Italia Bragança Paulista
01.13-Embalagens;PONTO CERTO;07/06/2022;07/06/2022;R$ 42,90;R$ 42,90;Pago;1/1;01.13.01-Ponto certo;Inverno D´Italia Bragança Paulista
01.15-Mercado;UNIAO;07/06/2022;11/06/2022;R$ 35,47;R$ 35,47;Pago;1/1;01.15.08-MERCADO UNIAO;Inverno D´Italia Bragança Paulista
01.15-Mercado;COMERCIAL ESPERANCA;07/06/2022;11/06/2022;R$ 494,69;R$ 494,69;Pago;1/1;01.15.09-Comercial Esperança;Inverno D´Italia Bragança Paulista
01.15-Mercado;CLUB DO CHOCOLATE;07/06/2022;11/06/2022;R$ 121,20;R$ 121,20;Pago;1/1;01.15.01-Clube do chocolate;Inverno D´Italia Bragança Paulista
01.11-Delivery;Saída do caixa 1791. lucas 4;07/05/2022;07/05/2022;R$ 30,00;R$ 30,00;Pago;1/1;01.11.02-MOTOBOY EXTERNO;Inverno D´Italia Bragança Paulista
01.11-Delivery;Saída do caixa 1791. manoel 9;07/05/2022;07/05/2022;R$ 60,00;R$ 60,00;Pago;1/1;01.11.03-2R;Inverno D´Italia Bragança Paulista
01.11-Delivery;Saída do caixa 1791. rodrigo 1;07/05/2022;07/05/2022;R$ 7,00;R$ 7,00;Pago;1/1;01.11.02-MOTOBOY EXTERNO;Inverno D´Italia Bragança Paulista
01.11-Delivery;Saída do caixa 1791. molinari 3;07/05/2022;07/05/2022;R$ 26,00;R$ 26,00;Pago;1/1;01.11.02-MOTOBOY EXTERNO;Inverno D´Italia Bragança Paulista
01.16-Doces;Saída do caixa 1791. real bolos;07/05/2022;07/05/2022;R$ 205,00;R$ 205,00;Pago;1/1;01.16.07-Real Bolos;Inverno D´Italia Bragança Paulista
01.15-Mercado;Saída do caixa 1791. agua joel;07/05/2022;07/05/2022;R$ 37,00;R$ 37,00;Pago;1/1;01.15.15-SETE AGUAS;Inverno D´Italia Bragança Paulista
03.02-Mão de Obra;Saída do caixa 1791. zona azul;07/05/2022;07/05/2022;R$ 10,00;R$ 10,00;Pago;1/1;;Inverno D´Italia Bragança Paulista
